Шифра општине,,Број бирачког места,adress,Број примљених гласачких листића,Број неупотребљених гласачких листића,Број бирача уписаних у бирачки списак,Број бирача који су изашли на изборе,Број бирача који су гласали,Број неважећих гласачких листића,Број важећих гласачких листића,Томислав Николић ,Борис Тадић
70513,Дољевац,6,,150,24,150,126,126,1,125,100,25
70513,Дољевац,7,,419,180,419,239,239,0,239,164,75
70513,Дољевац,8,,441,201,441,240,240,5,235,114,121
70513,Дољевац,9,,336,161,336,175,175,4,171,97,74
70513,Дољевац,10,,391,204,391,187,187,3,184,122,62
70513,Дољевац,11,,432,227,432,205,205,0,205,123,82
70513,Дољевац,12,,458,210,458,248,248,1,247,138,109
70513,Дољевац,13,,356,147,356,209,209,4,205,108,97
70513,Дољевац,14,,494,238,494,256,256,6,250,140,110
70513,Дољевац,15,,513,276,513,237,237,1,236,126,110
70513,Дољевац,16,,383,164,383,219,219,2,217,161,56
70513,Дољевац,17,,432,189,432,243,243,2,241,185,56
70513,Дољевац,18,,387,207,387,180,180,1,179,141,38
70513,Дољевац,19,,419,201,419,218,218,6,212,107,105
70513,Дољевац,20,,428,196,428,232,232,5,227,163,64
70513,Дољевац,21,,165,76,165,89,89,0,89,70,19
70513,Дољевац,22,,549,264,549,285,285,3,282,173,109
70513,Дољевац,23,,584,256,584,328,328,7,321,207,114
70513,Дољевац,24,,595,305,595,290,290,3,287,174,113
70513,Дољевац,25,,392,198,392,194,194,5,189,100,89
70513,Дољевац,26,,420,226,420,194,194,1,193,130,63
70513,Дољевац,27,,601,331,601,270,270,2,268,172,96
70513,Дољевац,28,,413,168,413,245,245,3,242,158,84
70513,Дољевац,29,,121,60,121,61,61,0,61,40,21
70513,Дољевац,30,,360,177,360,183,183,6,177,127,50
70513,Дољевац,31,,382,173,382,209,209,4,205,123,82
70513,Дољевац,32,,365,156,365,209,209,2,207,142,65
70513,Дољевац,33,,291,126,291,165,165,4,161,123,38
70513,Дољевац,34,,364,169,364,195,195,0,195,128,67
70513,Дољевац,35,,386,178,386,208,208,4,204,135,69
70513,Дољевац,36,,361,172,361,189,189,2,187,127,60
70513,Дољевац,37,,324,137,324,187,187,0,187,90,97
,Дољевац,,,15054,7092,15054,7962,7962,108,7854,4929,2925
70521,Жабари,1,,338,197,338,141,141,5,136,78,58
70521,Жабари,2,,343,163,343,180,180,5,175,91,84
70521,Жабари,3,,370,222,370,148,148,2,146,83,63
70521,Жабари,4,,321,195,321,126,126,0,126,73,53
70521,Жабари,5,,504,301,504,203,203,4,199,90,109
70521,Жабари,6,,377,207,377,170,170,4,166,61,105
70521,Жабари,7,,488,318,488,170,170,4,166,112,54
70521,Жабари,8,,347,262,347,85,85,0,85,46,39
70521,Жабари,9,,189,105,189,84,84,2,82,65,17
70521,Жабари,10,,531,374,531,157,157,2,155,83,72
70521,Жабари,11,,476,317,476,159,159,0,159,71,88
70521,Жабари,12,,438,290,438,148,148,2,146,53,93
70521,Жабари,13,,359,294,359,65,65,1,64,19,45
70521,Жабари,14,,355,167,355,188,188,4,184,75,109
70521,Жабари,15,,399,180,399,219,219,3,216,114,102
70521,Жабари,16,,221,128,221,93,93,3,90,46,44
70521,Жабари,17,,280,149,281,131,131,5,126,56,70
70521,Жабари,18,,430,269,430,161,161,0,161,108,53
70521,Жабари,19,,365,251,365,114,114,2,112,51,61
70521,Жабари,20,,264,173,264,91,91,1,90,52,38
70521,Жабари,21,,309,178,309,131,131,2,129,62,67
70521,Жабари,22,,420,241,420,179,179,2,177,62,115
70521,Жабари,23,,271,128,271,143,143,1,142,93,49
70521,Жабари,24,,228,102,228,126,126,0,126,51,75
70521,Жабари,25,,369,217,369,152,152,0,152,93,59
70521,Жабари,26,,553,354,553,199,199,5,194,95,99
70521,Жабари,27,,515,326,515,189,189,4,185,113,72
70521,Жабари,28,,727,450,727,277,277,5,272,151,121
70521,Жабари,29,,274,168,274,106,106,0,106,48,58
70521,Жабари,30,,400,208,400,192,192,4,188,114,74
70521,Жабари,31,,362,167,362,195,195,5,190,107,83
70521,Жабари,32,,312,145,312,167,167,1,166,97,69
70521,Жабари,33,,409,237,409,172,172,1,171,89,82
70521,Жабари,34,,307,185,307,122,122,4,118,88,30
70521,Жабари,35,,388,280,388,108,108,4,104,42,62
70521,Жабари,36,,313,155,313,158,158,8,150,53,97
70521,Жабари,37,,304,196,304,108,108,0,108,43,65
,Жабари,,,13856,8299,13857,5557,5557,95,5462,2828,2634
70530,Жагубица,1,,404,208,404,196,196,5,191,78,113
70530,Жагубица,2,,321,122,321,199,199,8,191,79,112
70530,Жагубица,3,,350,179,350,171,171,1,170,66,104
70530,Жагубица,4,,251,175,251,76,76,4,72,35,37
70530,Жагубица,5,,524,315,524,209,209,5,204,107,97
70530,Жагубица,6,,481,309,481,172,172,4,168,92,76
70530,Жагубица,7,,221,157,221,64,64,1,63,46,17
70530,Жагубица,8,,337,222,337,115,115,4,111,61,50
70530,Жагубица,9,,281,183,281,98,98,0,98,43,55
70530,Жагубица,10,,392,269,392,123,123,4,119,65,54
70530,Жагубица,11,,517,375,517,142,142,6,136,68,68
70530,Жагубица,12,,419,255,419,164,164,0,164,113,51
70530,Жагубица,13,,666,351,666,315,315,4,311,166,145
70530,Жагубица,14,,406,164,406,242,242,4,238,144,94
70530,Жагубица,15,,541,357,541,184,184,0,184,98,86
70530,Жагубица,16,,403,262,403,141,141,6,135,91,44
70530,Жагубица,17,,284,169,284,115,115,0,115,52,63
70530,Жагубица,18,,325,212,325,113,113,1,112,60,52
70530,Жагубица,19,,404,209,404,195,195,6,189,112,77
70530,Жагубица,20,,299,132,299,167,167,2,165,118,47
70530,Жагубица,21,,407,214,407,193,193,4,189,125,64
70530,Жагубица,22,,319,163,319,156,156,3,153,70,83
70530,Жагубица,23,,435,214,435,221,221,5,216,109,107
70530,Жагубица,24,,398,216,398,182,182,4,178,112,66
70530,Жагубица,25,,372,196,372,176,176,3,173,84,89
70530,Жагубица,26,,381,237,381,144,144,3,141,74,67
70530,Жагубица,27,,356,210,356,146,146,2,144,76,68
70530,Жагубица,28,,188,122,188,66,66,1,65,41,24
70530,Жагубица,29,,385,280,385,105,105,4,101,51,50
70530,Жагубица,30,,355,231,355,124,124,3,121,70,51
70530,Жагубица,31,,460,290,460,170,170,5,165,105,60
70530,Жагубица,32,,591,377,591,214,214,0,214,177,37
70530,Жагубица,33,,365,235,365,130,130,0,130,84,46
,Жагубица,,,12838,7610,12838,5228,5228,102,5126,2872,2254
70548,Житорађа,1,,324,169,324,155,155,3,152,83,69
70548,Житорађа,2,,316,153,316,163,163,0,163,121,42
70548,Житорађа,3,,412,222,412,190,190,0,190,107,83
70548,Житорађа,4,,383,205,383,178,178,0,178,118,60
70548,Житорађа,5,,322,175,322,147,147,4,143,85,58
70548,Житорађа,6,,338,195,338,143,143,2,141,86,55
70548,Житорађа,7,,318,153,318,165,165,1,164,126,38
70548,Житорађа,8,,312,141,312,171,171,1,170,112,58
70548,Житорађа,9,,215,82,215,133,133,1,132,87,45
70548,Житорађа,10,,420,187,420,233,233,4,229,129,100
70548,Житорађа,11,,331,133,331,198,198,2,196,131,65
70548,Житорађа,12,,348,181,348,167,167,0,167,131,36
70548,Житорађа,13,,398,171,398,227,227,1,226,200,26
70548,Житорађа,14,,335,205,335,130,130,4,126,101,25
70548,Житорађа,15,,266,194,266,72,72,1,71,60,11
70548,Житорађа,16,,386,161,386,225,225,1,224,204,20
70548,Житорађа,17,,312,174,312,138,138,1,137,113,24
70548,Житорађа,18,,471,240,471,231,231,1,230,129,101
70548,Житорађа,19,,366,177,366,189,189,3,186,92,94
70548,Житорађа,20,,373,203,373,170,170,2,168,81,87
70548,Житорађа,21,,392,213,392,179,179,4,175,109,66
70548,Житорађа,22,,667,326,667,341,341,8,333,175,158
70548,Житорађа,23,,502,273,502,229,229,4,225,90,135
70548,Житорађа,24,,402,248,402,154,154,5,149,104,45
70548,Житорађа,25,,371,206,371,165,165,6,159,102,57
70548,Житорађа,26,,166,95,166,71,71,1,70,52,18
70548,Житорађа,27,,399,244,399,155,155,3,152,117,35
70548,Житорађа,28,,367,228,367,139,139,2,137,115,22
70548,Житорађа,29,,371,174,371,197,197,0,197,166,31
70548,Житорађа,30,,342,198,342,144,144,1,143,126,17
70548,Житорађа,31,,271,125,271,146,146,1,145,115,30
70548,Житорађа,32,,619,284,619,335,335,13,322,187,135
70548,Житорађа,33,,655,428,655,227,227,6,221,143,78
70548,Житорађа,34,,576,318,576,258,258,1,257,184,73
70548,Житорађа,35,,342,177,342,165,165,5,160,65,95
70548,Житорађа,36,,274,182,274,92,92,3,89,54,35
70548,Житорађа,37,,189,65,189,124,123,1,122,119,3
70548,Житорађа,38,,245,156,245,89,89,0,89,67,22
70548,Житорађа,39,,262,173,262,89,89,0,89,53,36
,Житорађа,,,14358,7634,14358,6724,6723,96,6627,4439,2188
70556,Зајечар,1,,1439,801,1439,638,638,9,629,297,332
70556,Зајечар,2,,1701,935,1701,766,766,17,749,318,431
70556,Зајечар,3,,1436,806,1438,630,630,10,620,306,314
70556,Зајечар,4,,1521,779,1521,742,742,12,730,312,418
70556,Зајечар,5,,1237,596,1237,641,641,9,632,204,428
70556,Зајечар,6,,1297,659,1297,638,638,6,632,213,419
70556,Зајечар,7,,1275,567,1275,708,708,11,697,252,445
70556,Зајечар,8,,1176,558,1176,618,618,5,613,205,408
70556,Зајечар,9,,1028,438,1028,590,590,2,588,193,395
70556,Зајечар,10,,1605,783,1605,822,822,11,811,266,545
70556,Зајечар,11,,1407,688,1407,719,719,14,705,269,436
70556,Зајечар,12,,1044,530,1044,514,514,10,504,185,319
70556,Зајечар,13,,1269,639,1269,630,630,14,616,264,352
70556,Зајечар,14,,1432,809,1432,623,623,12,611,259,352
70556,Зајечар,15,,1272,589,1272,683,683,5,678,320,358
70556,Зајечар,16,,1715,921,1716,794,794,20,774,411,363
70556,Зајечар,17,,1881,1049,1882,832,832,6,826,455,371
70556,Зајечар,18,,1127,528,1127,599,599,13,586,237,349
70556,Зајечар,19,,1193,625,1193,568,568,12,556,229,327
70556,Зајечар,20,,1734,975,1734,759,759,7,752,368,384
70556,Зајечар,21,,1396,736,1396,660,660,13,647,356,291
70556,Зајечар,22,,1263,650,1263,613,613,4,609,356,253
70556,Зајечар,23,,1125,608,1125,517,517,14,503,238,265
70556,Зајечар,24,,1442,839,1443,603,603,8,595,365,230
70556,Зајечар,25,,1523,773,1523,750,749,11,738,374,364
70556,Зајечар,26,,2093,1045,2093,1048,1048,23,1025,412,613
70556,Зајечар,27,,886,397,886,489,489,13,476,258,218
70556,Зајечар,28,,1018,557,1018,461,461,9,452,284,168
70556,Зајечар,29,,787,498,787,289,289,4,285,159,126
70556,Зајечар,30,,339,173,339,166,166,2,164,105,59
70556,Зајечар,31,,621,328,621,293,293,1,292,151,141
70556,Зајечар,32,,221,112,221,109,109,1,108,71,37
70556,Зајечар,33,,461,244,461,217,217,7,210,146,64
70556,Зајечар,34,,682,400,682,282,282,4,278,132,146
70556,Зајечар,35,,1235,718,1235,517,517,8,509,286,223
70556,Зајечар,36,,565,316,565,249,249,11,238,124,114
70556,Зајечар,37,,463,295,463,168,168,4,164,81,83
70556,Зајечар,38,,404,224,404,180,180,4,176,95,81
70556,Зајечар,39,,389,167,389,222,222,4,218,116,102
70556,Зајечар,40,,307,115,307,192,192,1,191,126,65
70556,Зајечар,41,,230,98,230,132,132,1,131,75,56
70556,Зајечар,42,,142,77,142,65,65,2,63,45,18
70556,Зајечар,43,,408,244,408,164,164,2,162,60,102
70556,Зајечар,44,,416,286,417,130,130,2,128,54,74
70556,Зајечар,45,,228,135,228,93,93,1,92,37,55
70556,Зајечар,46,,388,203,388,185,185,0,185,95,90
70556,Зајечар,47,,215,117,215,98,98,1,97,52,45
70556,Зајечар,48,,183,79,183,104,104,3,101,68,33
70556,Зајечар,49,,846,478,846,368,368,8,360,208,152
70556,Зајечар,50,,303,175,303,128,128,2,126,74,52
70556,Зајечар,51,,902,550,902,352,352,5,347,124,223
70556,Зајечар,52,,472,262,472,210,210,2,208,139,69
70556,Зајечар,53,,179,94,179,85,85,0,85,58,27
70556,Зајечар,54,,197,93,197,104,104,1,103,64,39
70556,Зајечар,55,,152,92,152,60,60,0,60,26,34
70556,Зајечар,56,,330,189,330,141,141,6,135,86,49
70556,Зајечар,57,,222,111,222,111,111,0,111,68,43
70556,Зајечар,58,,252,152,252,100,100,6,94,42,52
70556,Зајечар,59,,273,163,273,110,110,1,109,55,54
70556,Зајечар,60,,311,161,311,150,150,0,150,75,75
70556,Зајечар,61,,197,90,197,107,107,1,106,35,71
70556,Зајечар,62,,276,171,275,105,105,1,104,52,52
70556,Зајечар,63,,720,419,720,301,301,7,294,165,129
70556,Зајечар,64,,987,708,986,279,279,7,272,149,123
70556,Зајечар,65,,275,167,274,108,108,1,107,53,54
70556,Зајечар,66,,569,303,569,266,266,1,265,113,152
70556,Зајечар,67,,194,76,194,118,118,1,117,79,38
70556,Зајечар,68,,1177,606,1178,571,571,14,557,294,263
70556,Зајечар,69,,638,388,638,250,250,2,248,166,82
70556,Зајечар,70,,803,426,803,377,377,3,374,197,177
70556,Зајечар,71,,581,326,581,255,255,2,253,87,166
70556,Зајечар,72,,477,267,477,210,210,4,206,97,109
70556,Зајечар,73,,177,96,177,81,81,0,81,59,22
70556,Зајечар,74,,100,51,100,49,49,1,48,32,16
,Зајечар,,,58829,31323,58833,27506,27505,439,27066,12881,14185
70564,Ивањица,1,,1438,753,1438,685,685,11,674,304,370
70564,Ивањица,2,,1317,591,1317,726,726,12,714,247,467
70564,Ивањица,3,,746,325,746,421,421,6,415,205,210
70564,Ивањица,4,,868,431,868,437,437,11,426,164,262
70564,Ивањица,5,,1384,633,1384,751,751,14,737,273,464
70564,Ивањица,6,,1530,735,1530,795,795,6,789,210,579
70564,Ивањица,7,,1762,937,1762,825,823,8,815,433,382
70564,Ивањица,8,,1645,842,1645,803,803,4,799,434,365
70564,Ивањица,9,,263,121,263,142,142,4,138,79,59
70564,Ивањица,10,,228,160,228,68,68,0,68,41,27
70564,Ивањица,11,,561,330,561,231,231,2,229,128,101
70564,Ивањица,12,,140,86,140,54,54,1,53,40,13
70564,Ивањица,13,,266,169,266,97,97,2,95,55,40
70564,Ивањица,14,,261,135,261,126,126,2,124,92,32
70564,Ивањица,15,,137,81,137,56,56,0,56,36,20
70564,Ивањица,16,,108,69,108,39,39,1,38,26,12
70564,Ивањица,17,,295,231,295,64,64,1,63,26,37
70564,Ивањица,18,,209,123,209,86,86,0,86,45,41
70564,Ивањица,19,,173,114,173,59,59,1,58,49,9
70564,Ивањица,20,,137,76,137,61,61,1,60,36,24
70564,Ивањица,21,,169,106,169,63,63,0,63,32,31
70564,Ивањица,22,,157,127,157,30,30,0,30,22,8
70564,Ивањица,23,,1018,539,1018,479,479,9,470,208,262
70564,Ивањица,24,,1060,643,1060,417,417,5,412,167,245
70564,Ивањица,25,,442,296,442,146,146,1,145,62,83
70564,Ивањица,26,,569,335,569,234,234,0,234,174,60
70564,Ивањица,27,,185,132,185,53,53,0,53,37,16
70564,Ивањица,28,,124,65,124,59,59,0,59,28,31
70564,Ивањица,29,,243,136,243,107,107,1,106,36,70
70564,Ивањица,30,,199,124,199,75,75,0,75,60,15
70564,Ивањица,31,,669,413,669,256,256,4,252,143,109
70564,Ивањица,32,,213,169,213,44,44,0,44,27,17
70564,Ивањица,33,,135,84,135,51,51,0,51,46,5
70564,Ивањица,34,,728,471,728,257,257,2,255,118,137
70564,Ивањица,35,,648,455,648,193,193,2,191,72,119
70564,Ивањица,36,,271,167,271,104,104,0,104,62,42
70564,Ивањица,37,,528,292,528,236,236,6,230,133,97
70564,Ивањица,38,,168,106,168,62,62,0,62,43,19
70564,Ивањица,39,,209,164,209,45,45,0,45,29,16
70564,Ивањица,40,,185,85,185,100,100,1,99,67,32
70564,Ивањица,41,,196,123,196,73,73,0,73,41,32
70564,Ивањица,42,,661,498,661,163,163,5,158,112,46
70564,Ивањица,43,,389,251,389,138,138,5,133,96,37
70564,Ивањица,44,,121,90,121,31,31,0,31,20,11
70564,Ивањица,45,,827,563,827,264,264,6,258,134,124
70564,Ивањица,46,,356,250,356,106,106,1,105,69,36
70564,Ивањица,47,,337,191,337,146,146,0,146,97,49
70564,Ивањица,48,,1125,667,1125,458,458,1,457,203,254
70564,Ивањица,49,,175,91,175,84,84,0,84,60,24
70564,Ивањица,50,,600,379,600,221,221,2,219,102,117
70564,Ивањица,51,,191,118,191,73,73,0,73,47,26
70564,Ивањица,52,,1159,727,1159,432,432,3,429,230,199
70564,Ивањица,53,,148,111,148,37,37,0,37,22,15
70564,Ивањица,54,,274,160,274,114,114,0,114,84,30
70564,Ивањица,55,,181,129,181,52,52,0,52,42,10
70564,Ивањица,56,,136,77,136,59,59,0,59,32,27
70564,Ивањица,57,,329,261,329,68,68,0,68,56,12
,Ивањица,,,28593,16537,28593,12056,12054,141,11913,5936,5977
70572,Кладово,1,,1103,575,1103,528,528,10,518,208,310
70572,Кладово,2,,520,225,520,295,295,5,290,162,128
70572,Кладово,3,,566,291,566,275,275,1,274,82,192
70572,Кладово,4,,816,370,816,446,446,10,436,199,237
70572,Кладово,5,,1448,628,1448,820,820,14,806,252,554
70572,Кладово,6,,1055,586,1055,469,469,11,458,216,242
70572,Кладово,7,,879,426,879,453,453,8,445,180,265
70572,Кладово,8,,888,454,888,434,434,6,428,190,238
70572,Кладово,9,,783,467,783,316,316,5,311,211,100
70572,Кладово,10,,687,430,687,257,257,6,251,125,126
70572,Кладово,11,,551,395,551,156,156,3,153,104,49
70572,Кладово,12,,471,226,471,245,245,4,241,139,102
70572,Кладово,13,,327,151,327,176,176,5,171,65,106
70572,Кладово,14,,508,213,508,295,295,6,289,137,152
70572,Кладово,15,,521,243,521,278,278,3,275,149,126
70572,Кладово,16,,853,577,853,276,276,8,268,174,94
70572,Кладово,17,,557,390,557,167,167,1,166,104,62
70572,Кладово,18,,112,87,112,25,25,0,25,21,4
70572,Кладово,19,,817,543,817,274,274,5,269,166,103
70572,Кладово,20,,662,372,662,290,290,9,281,144,137
70572,Кладово,21,,437,255,437,182,182,6,176,85,91
70572,Кладово,22,,689,422,689,267,267,6,261,171,90
